HOG	OG	Gene Tree Parent Clade	BMAL	BOKI	CBRI	CELE	CINO	CNIO	CREM	HCON	OTIP	OVOL	PEXS	PRPA	SRAT
N7.HOG0013360	OG0008986	n0			CBRI.L5515_014436	CELE.CELE_Y38F1A.6	CINO.Sp34_20319500	CNIO.Cni-Y38F1A.6	CREM.GCK72_005242						
N7.HOG0013361	OG0008987	n0			CBRI.L5515_017975	CELE.CELE_C15H9.1	CINO.Sp34_X0229500	CNIO.Cni-nnt-1	CREM.GCK72_024524						
N7.HOG0013362	OG0008988	n0			CBRI.L5515_018583	CELE.CELE_D1073.1	CINO.Sp34_X0182310	CNIO.Cni-trk-1	CREM.GCK72_025084						
N7.HOG0013363	OG0008989	n0			CBRI.L5515_004007	CELE.CELE_Y79H2A.3	CINO.Sp34_30083500	CNIO.Cni-Y79H2A.3							
N7.HOG0013364	OG0008990	n0			CBRI.L5515_002872, CBRI.L5515_005659, CBRI.L5515_005661, CBRI.L5515_009966, CBRI.L5515_009968, CBRI.L5515_009970, CBRI.L5515_012930, CBRI.L5515_012936			CNIO.nigoni.pc_2016.07.11_011.g27573							
N7.HOG0013365	OG0008991	n0			CBRI.L5515_005762, CBRI.L5515_005763	CELE.CELE_R10D12.5, CELE.CELE_ZC15.2	CINO.Sp34_50382100, CINO.Sp34_50382200	CNIO.Cnig_chr_V.g16419, CNIO.Cnig_chr_V.g16420	CREM.GCK72_012835, CREM.GCK72_018700						
N7.HOG0013366	OG0008992	n0			CBRI.L5515_005803	CELE.CELE_F43H9.1	CINO.Sp34_50099400	CNIO.Cni-ech-3	CREM.GCK72_018734						
N7.HOG0013367	OG0008993	n0			CBRI.L5515_005980	CELE.CELE_F41E6.12	CINO.Sp34_50117600	CNIO.Cni-F41E6.12	CREM.GCK72_018892						
N7.HOG0013368	OG0008994	n1			CBRI.L5515_006010	CELE.CELE_ZC196.5	CINO.Sp34_50120500	CNIO.Cni-ZC196.5	CREM.GCK72_018914						
N7.HOG0013369	OG0008994	n5			CBRI.L5515_007305	CELE.CELE_Y2H9A.4	CINO.Sp34_50158710	CNIO.Cni-Y2H9A.4	CREM.GCK72_018577						
N7.HOG0013370	OG0008995	n0			CBRI.L5515_006193	CELE.CELE_F40A3.1	CINO.Sp34_50083510	CNIO.Cni-F40A3.1	CREM.GCK72_019356						
N7.HOG0013371	OG0008996	n1			CBRI.L5515_007004	CELE.CELE_H25P19.1	CINO.Sp34_50034100	CNIO.Cnig_chr_V.g18153	CREM.GCK72_019518						
N7.HOG0013372	OG0008996	n5			CBRI.L5515_006464	CELE.CELE_T03D3.5	CINO.Sp34_50053610	CNIO.Cnig_chr_V.g17386	CREM.GCK72_019952						
N7.HOG0013373	OG0008997	n0			CBRI.L5515_006980, CBRI.L5515_006984	CELE.CELE_F48G7.4	CINO.Sp34_50017800, CINO.Sp34_50017900	CNIO.Cni-F48G7.4, CNIO.Cnig_chr_V.g18119, CNIO.Cnig_chr_V.g18120	CREM.GCK72_019534, CREM.GCK72_019538						
N7.HOG0013374	OG0008998	n0			CBRI.L5515_007020, CBRI.L5515_009154			CNIO.Cnig_chr_V.g17490, CNIO.Cnig_chr_V.g18178, CNIO.Cnig_chr_V.g20837	CREM.GCK72_020475, CREM.GCK72_020597, CREM.GCK72_020599, CREM.GCK72_020601, CREM.GCK72_020603						
N7.HOG0013375	OG0008999	n0			CBRI.L5515_007137	CELE.CELE_W03F9.4	CINO.Sp34_50005700	CNIO.Cni-W03F9.4	CREM.GCK72_019148						
N7.HOG0013376	OG0009000	n1			CBRI.L5515_007982	CELE.CELE_F28H7.7		CNIO.Cnig_chr_V.g19380	CREM.GCK72_016481						
N7.HOG0013377	OG0009000	n4			CBRI.L5515_007140	CELE.CELE_C31B8.7, CELE.CELE_T06A1.5	CINO.Sp34_50055600	CNIO.Cnig_chr_V.g18347	CREM.GCK72_020768						
N7.HOG0013378	OG0009001	n2			CBRI.L5515_007173, CBRI.L5515_007177, CBRI.L5515_007178	CELE.CELE_K09D9.13, CELE.CELE_Y46H3C.3		CNIO.Cnig_chr_V.g18405	CREM.GCK72_019558						
N7.HOG0013379	OG0009001	n8				CELE.CELE_T06G6.7			CREM.GCK72_019559						
N7.HOG0013380	OG0009002	n0			CBRI.L5515_007245	CELE.CELE_Y75B7B.2, CELE.CELE_ZK1005.1	CINO.Sp34_50050200	CNIO.Cni-tank-1	CREM.GCK72_019058						
N7.HOG0013381	OG0009003	n0			CBRI.L5515_007311, CBRI.L5515_007345, CBRI.L5515_018568, CBRI.L5515_018788	CELE.CELE_C50B6.3	CINO.Sp34_50269800	CNIO.Cnig_chr_V.g18588, CNIO.Cnig_chr_X.g25170, CNIO.Cnig_chr_X.g25171	CREM.GCK72_018537						
N7.HOG0013382	OG0009004	n0			CBRI.L5515_007734	CELE.CELE_F46F3.3	CINO.Sp34_50151500	CNIO.Cni-F46F3.3	CREM.GCK72_018082						
N7.HOG0013383	OG0009005	n0			CBRI.L5515_007797, CBRI.L5515_008850	CELE.CELE_C25D7.3	CINO.Sp34_50268010	CNIO.Cni-sdc-3, CNIO.Cnig_chr_V.g19155	CREM.GCK72_017369, CREM.GCK72_022337, CREM.GCK72_022338						
N7.HOG0013384	OG0009006	n0			CBRI.L5515_007851	CELE.CELE_F07B10.5	CINO.Sp34_50316900	CNIO.Cni-lgc-36	CREM.GCK72_016679						
N7.HOG0013385	OG0009007	n2				CELE.CELE_F17C11.22	CINO.Sp34_50306000	CNIO.Cni-F17C11.22							
N7.HOG0013386	OG0009007	n4			CBRI.L5515_007921	CELE.CELE_F53B7.5	CINO.Sp34_50306100	CNIO.Cni-fig-1							
N7.HOG0013387	OG0009008	n2			CBRI.L5515_007954	CELE.CELE_F32D8.11	CINO.Sp34_50302200	CNIO.Cni-F32D8.11							
N7.HOG0013388	OG0009008	n5			CBRI.L5515_000091	CELE.CELE_F58H10.1	CINO.Sp34_10101600	CNIO.Cni-F58H10.1	CREM.GCK72_000015						
N7.HOG0013389	OG0009009	n0			CBRI.L5515_008032	CELE.CELE_C35A5.10	CINO.Sp34_50293200	CNIO.Cni-C35A5.10	CREM.GCK72_016420						
N7.HOG0013390	OG0009010	n0			CBRI.L5515_008047	CELE.CELE_D1005.5, CELE.CELE_F15H10.10, CELE.CELE_F15H10.5, CELE.CELE_F15H10.6, CELE.CELE_F15H10.9	CINO.Sp34_50033800, CINO.Sp34_50291410	CNIO.Cnig_chr_V.g19458	CREM.GCK72_016396						
N7.HOG0013391	OG0009011	n0			CBRI.L5515_008056	CELE.CELE_Y32F6A.5	CINO.Sp34_50292400	CNIO.Cni-Y32F6A.5	CREM.GCK72_016408						
N7.HOG0013392	OG0009012	n1				CELE.CELE_C08B6.12		CNIO.Cnig_chr_V.g19557	CREM.GCK72_017621						
N7.HOG0013393	OG0009012	n3			CBRI.L5515_008133	CELE.CELE_C08B6.13, CELE.CELE_F22B8.9, CELE.CELE_F44G3.5, CELE.CELE_T26E4.6		CNIO.Cni-srxa-19	CREM.GCK72_017620						
N7.HOG0013394	OG0009013	n0			CBRI.L5515_008292	CELE.CELE_ZC250.5	CINO.Sp34_50201420	CNIO.Cni-ZC250.5	CREM.GCK72_017810						
N7.HOG0013395	OG0009014	n0			CBRI.L5515_008310	CELE.CELE_C04E6.12	CINO.Sp34_50203400	CNIO.Cnig_chr_V.g19749	CREM.GCK72_017833						
N7.HOG0013396	OG0009015	n0			CBRI.L5515_008486, CBRI.L5515_009573	CELE.CELE_C33G8.11	CINO.Sp34_50224300	CNIO.Cni-nhr-107	CREM.GCK72_018032, CREM.GCK72_019622, CREM.GCK72_019623, CREM.GCK72_019624, CREM.GCK72_019625						
N7.HOG0013397	OG0009016	n0			CBRI.L5515_008490	CELE.CELE_F20A1.9	CINO.Sp34_50366100, CINO.Sp34_50366200	CNIO.Cni-tofu-2	CREM.GCK72_018036						
N7.HOG0013398	OG0009017	n0			CBRI.L5515_008599	CELE.CELE_F21C10.10	CINO.Sp34_50236110	CNIO.Cni-F21C10.10	CREM.GCK72_017206						
N7.HOG0013399	OG0009018	n0			CBRI.L5515_008732	CELE.CELE_ZK287.3	CINO.Sp34_50252800	CNIO.Cni-ZK287.3	CREM.GCK72_016983						
N7.HOG0013400	OG0009019	n1			CBRI.L5515_008825		CINO.Sp34_50265700	CNIO.Cnig_chr_V.g20380	CREM.GCK72_016842						
N7.HOG0013401	OG0009019	n4			CBRI.L5515_008826		CINO.Sp34_50041400, CINO.Sp34_50265800	CNIO.Cnig_chr_V.g20379, CNIO.Cnig_chr_V.g20381	CREM.GCK72_016843						
N7.HOG0013402	OG0009020	n0			CBRI.L5515_009047, CBRI.L5515_009075	CELE.CELE_D1086.5		CNIO.Cnig_chr_V.g20688, CNIO.Cnig_chr_V.g20717, CNIO.Cnig_chr_V.g20729	CREM.GCK72_020312, CREM.GCK72_020365, CREM.GCK72_020555, CREM.GCK72_020556						
N7.HOG0013403	OG0009021	n0			CBRI.L5515_009048			CNIO.Cnig_chr_V.g20689	CREM.GCK72_004546, CREM.GCK72_011911, CREM.GCK72_012863, CREM.GCK72_012864, CREM.GCK72_019048, CREM.GCK72_020313, CREM.GCK72_020314, CREM.GCK72_022790						
N7.HOG0013404	OG0009022	n0			CBRI.L5515_009138, CBRI.L5515_009140, CBRI.L5515_009142		CINO.Sp34_50328300	CNIO.Cnig_chr_V.g20797, CNIO.Cnig_chr_V.g20798, CNIO.Cnig_chr_V.g20800, CNIO.Cnig_chr_V.g20802	CREM.GCK72_020443, CREM.GCK72_020446						
N7.HOG0013405	OG0009023	n0			CBRI.L5515_009391	CELE.CELE_Y32B12B.2	CINO.Sp34_50338600	CNIO.Cni-Y32B12B.2							
N7.HOG0013406	OG0009024	n0			CBRI.L5515_009407	CELE.CELE_C08F11.18, CELE.CELE_C08F11.19, CELE.CELE_T19C9.11, CELE.CELE_Y105C5B.1, CELE.CELE_Y38H6C.21, CELE.CELE_ZK697.1		CNIO.Cnig_chr_V.g21012	CREM.GCK72_000767, CREM.GCK72_000768						
N7.HOG0013407	OG0009025	n0			CBRI.L5515_009449, CBRI.L5515_009453, CBRI.L5515_009454			CNIO.Cnig_chr_V.g21344, CNIO.Cnig_chr_V.g21345, CNIO.Cnig_chr_V.g21347, CNIO.Cnig_chr_V.g21348	CREM.GCK72_020701, CREM.GCK72_023312, CREM.GCK72_023524						
N7.HOG0013408	OG0009026	n0			CBRI.L5515_009797	CELE.CELE_Y69H2.14	CINO.Sp34_50424500	CNIO.Cni-col-42	CREM.GCK72_022050						
N7.HOG0013409	OG0009027	n0			CBRI.L5515_009907	CELE.CELE_W01F3.2	CINO.Sp34_50401400	CNIO.Cni-W01F3.2	CREM.GCK72_021927						
N7.HOG0013410	OG0009028	n0			CBRI.L5515_010118	CELE.CELE_Y41E3.22	CINO.Sp34_40271910	CNIO.Cni-Y41E3.22	CREM.GCK72_012745						
N7.HOG0013411	OG0009029	n0			CBRI.L5515_010303	CELE.CELE_LLC1.2	CINO.Sp34_40187600	CNIO.Cni-LLC1.2	CREM.GCK72_012971						
N7.HOG0013412	OG0009030	n0			CBRI.L5515_010354	CELE.CELE_Y67A10A.10	CINO.Sp34_40189900	CNIO.Cni-Y67A10A.10	CREM.GCK72_013012						
N7.HOG0013413	OG0009031	n0			CBRI.L5515_010514	CELE.CELE_K01H12.4	CINO.Sp34_40249810	CNIO.Cni-K01H12.4	CREM.GCK72_013223, CREM.GCK72_013224, CREM.GCK72_013225, CREM.GCK72_013227, CREM.GCK72_013230, CREM.GCK72_013232						
N7.HOG0013414	OG0009032	n0			CBRI.L5515_010542	CELE.CELE_C28D4.4, CELE.CELE_C28D4.5, CELE.CELE_C28D4.7, CELE.CELE_C28D4.8	CINO.Sp34_40251200	CNIO.Cnig_chr_IV.g12920	CREM.GCK72_013250, CREM.GCK72_013251, CREM.GCK72_013252						
N7.HOG0013415	OG0009033	n0			CBRI.L5515_010546	CELE.CELE_T13F2.6	CINO.Sp34_40252000	CNIO.Cnig_chr_IV.g12928, CNIO.Cnig_chr_IV.g12930	CREM.GCK72_013265						
N7.HOG0013416	OG0009034	n0			CBRI.L5515_010590, CBRI.L5515_013325	CELE.CELE_F55B11.7	CINO.Sp34_40185700	CNIO.Cnig_chr_IV.g12982, CNIO.Cnig_chr_IV.g12984	CREM.GCK72_012786, CREM.GCK72_012812, CREM.GCK72_012816, CREM.GCK72_017645						
N7.HOG0013417	OG0009035	n0			CBRI.L5515_010604, CBRI.L5515_010605, CBRI.L5515_010606, CBRI.L5515_010608			CNIO.Cnig_chr_IV.g13006, CNIO.Cnig_chr_IV.g13007, CNIO.Cnig_chr_IV.g13008, CNIO.Cnig_chr_IV.g13009, CNIO.Cnig_chr_IV.g13010, CNIO.Cnig_chr_IV.g13011							
N7.HOG0013418	OG0009036	n0			CBRI.L5515_010727	CELE.CELE_C33A12.15	CINO.Sp34_40343200, CINO.Sp34_40343300	CNIO.Cnig_chr_IV.g13180, CNIO.Cnig_chr_IV.g13181, CNIO.Cnig_chr_IV.g13184	CREM.GCK72_003999, CREM.GCK72_004000, CREM.GCK72_013452						
N7.HOG0013419	OG0009037	n0			CBRI.L5515_010786	CELE.CELE_C09B9.8	CINO.Sp34_40338500	CNIO.Cni-hot-9	CREM.GCK72_013495						
N7.HOG0013420	OG0009038	n0			CBRI.L5515_010807	CELE.CELE_AC7.1	CINO.Sp34_40335800	CNIO.Cni-tkr-3	CREM.GCK72_013521						
N7.HOG0013421	OG0009039	n0			CBRI.L5515_010858	CELE.CELE_C39H7.4	CINO.Sp34_40328700	CNIO.Cni-C39H7.4	CREM.GCK72_013570						
N7.HOG0013422	OG0009040	n0			CBRI.L5515_011002	CELE.CELE_Y73B6BL.44	CINO.Sp34_40170300	CNIO.Cni-Y73B6BL.44	CREM.GCK72_013709						
N7.HOG0013423	OG0009041	n0			CBRI.L5515_001961, CBRI.L5515_011205			CNIO.Cnig_chr_II.g7269, CNIO.Cnig_chr_II.g7270, CNIO.Cnig_chr_III.g11396, CNIO.Cnig_chr_V.g20834, CNIO.nigoni.pc_2016.07.11_007.g26777, CNIO.nigoni.pc_2016.07.11_007.g26778, CNIO.nigoni.pc_2016.07.11_007.g26780, CNIO.nigoni.pc_2016.07.11_027.g28623							
N7.HOG0013424	OG0009042	n0			CBRI.L5515_011356			CNIO.Cnig_chr_V.g19195, CNIO.nigoni.pc_2016.07.11_089.g29106	CREM.GCK72_006896, CREM.GCK72_006897, CREM.GCK72_007188, CREM.GCK72_007189, CREM.GCK72_011028, CREM.GCK72_013319, CREM.GCK72_016724						
N7.HOG0013425	OG0009043	n0			CBRI.L5515_011470	CELE.CELE_C08F8.3	CINO.Sp34_40232300	CNIO.Cni-C08F8.3	CREM.GCK72_014194, CREM.GCK72_019177, CREM.GCK72_019178						
N7.HOG0013426	OG0009044	n0			CBRI.L5515_011579	CELE.CELE_F08G5.3	CINO.Sp34_40243600	CNIO.Cnig_chr_IV.g14235, CNIO.Cnig_chr_IV.g14236	CREM.GCK72_014304						
N7.HOG0013427	OG0009045	n0			CBRI.L5515_002605, CBRI.L5515_011608	CELE.CELE_C06C6.8, CELE.CELE_C06C6.9, CELE.CELE_F36G9.15, CELE.CELE_Y57G7A.3	CINO.Sp34_40246400	CNIO.Cnig_chr_I.g3595, CNIO.Cnig_chr_IV.g14272	CREM.GCK72_000352						
N7.HOG0013428	OG0009046	n0			CBRI.L5515_011668	CELE.CELE_C47E12.2	CINO.Sp34_40254720	CNIO.Cni-C47E12.2	CREM.GCK72_014404						
N7.HOG0013429	OG0009047	n0			CBRI.L5515_011934, CBRI.L5515_011936	CELE.CELE_F15E6.9	CINO.Sp34_40118110	CNIO.Cni-F15E6.9, CNIO.Cnig_chr_IV.g14703	CREM.GCK72_014671, CREM.GCK72_014673						
N7.HOG0013430	OG0009048	n1			CBRI.L5515_011961	CELE.CELE_C18H7.12		CNIO.Cnig_chr_IV.g14729, CNIO.Cnig_chr_IV.g14730	CREM.GCK72_014699						
N7.HOG0013431	OG0009048	n5			CBRI.L5515_011962	CELE.CELE_C18H7.6		CNIO.Cnig_chr_IV.g14731, CNIO.Cnig_chr_IV.g14732	CREM.GCK72_014700						
N7.HOG0013432	OG0009049	n0			CBRI.L5515_011984	CELE.CELE_T09A12.4	CINO.Sp34_40111500	CNIO.Cni-nhr-66, CNIO.Cnig_chr_IV.g14758	CREM.GCK72_014726						
N7.HOG0013433	OG0009050	n0			CBRI.L5515_012036	CELE.CELE_F20D12.6	CINO.Sp34_40104500	CNIO.Cni-ceh-19, CNIO.Cnig_chr_IV.g14853	CREM.GCK72_014800						
N7.HOG0013434	OG0009051	n0			CBRI.L5515_012057	CELE.CELE_C06A6.2	CINO.Sp34_40101600	CNIO.Cnig_chr_IV.g14868, CNIO.Cnig_chr_IV.g14869	CREM.GCK72_014829						
N7.HOG0013435	OG0009052	n0			CBRI.L5515_012212	CELE.CELE_C08B6.15, CELE.CELE_F39B3.3, CELE.CELE_F43D2.3, CELE.CELE_Y37E11B.10, CELE.CELE_Y37E11B.9	CINO.Sp34_30014900	CNIO.Cnig_chr_IV.g15070	CREM.GCK72_009325, CREM.GCK72_009416						
N7.HOG0013436	OG0009053	n0			CBRI.L5515_012277			CNIO.Cnig_chr_IV.g15151, CNIO.Cnig_chr_IV.g15154	CREM.GCK72_002400, CREM.GCK72_015045, CREM.GCK72_015046, CREM.GCK72_015047, CREM.GCK72_015050, CREM.GCK72_015051, CREM.GCK72_015052						
N7.HOG0013437	OG0009054	n0			CBRI.L5515_012475			CNIO.Cnig_chr_IV.g15601, CNIO.Cnig_chr_IV.g15602, CNIO.Cnig_chr_IV.g15604, CNIO.Cnig_chr_IV.g15605, CNIO.Cnig_chr_IV.g15606, CNIO.Cnig_chr_IV.g15607, CNIO.Cnig_chr_IV.g15608, CNIO.Cnig_chr_IV.g15609	CREM.GCK72_016010						
N7.HOG0013438	OG0009055	n0			CBRI.L5515_012672	CELE.CELE_C54E4.4	CINO.Sp34_40034900	CNIO.Cni-C54E4.4	CREM.GCK72_016116						
N7.HOG0013439	OG0009056	n0			CBRI.L5515_012717	CELE.CELE_Y69A2AR.15	CINO.Sp34_40003300	CNIO.Cni-sprr-3	CREM.GCK72_015383						
N7.HOG0013440	OG0009057	n0			CBRI.L5515_012719	CELE.CELE_F18F11.3	CINO.Sp34_40039900	CNIO.Cni-cdh-8	CREM.GCK72_016356						
N7.HOG0013441	OG0009058	n0			CBRI.L5515_012731	CELE.CELE_C23H5.8	CINO.Sp34_40034500	CNIO.Cni-C23H5.8	CREM.GCK72_016128, CREM.GCK72_016129						
N7.HOG0013442	OG0009059	n0			CBRI.L5515_012745	CELE.CELE_F18F11.5	CINO.Sp34_40021610	CNIO.Cni-drl-1, CNIO.Cnig_chr_IV.g16035	CREM.GCK72_016247, CREM.GCK72_016249						
N7.HOG0013443	OG0009060	n0			CBRI.L5515_012777, CBRI.L5515_012781	CELE.CELE_C23H5.11	CINO.Sp34_40038500	CNIO.Cni-C23H5.11	CREM.GCK72_016058						
N7.HOG0013444	OG0009061	n1			CBRI.L5515_012797	CELE.CELE_K08C9.1	CINO.Sp34_40044800	CNIO.Cni-K08C9.1	CREM.GCK72_016318						
N7.HOG0013445	OG0009061	n5			CBRI.L5515_012798	CELE.CELE_K08C9.2	CINO.Sp34_40044700	CNIO.Cni-K08C9.2	CREM.GCK72_016276						
N7.HOG0013446	OG0009062	n0			CBRI.L5515_012887	CELE.CELE_Y54G2A.4	CINO.Sp34_40026600	CNIO.Cni-samt-1	CREM.GCK72_016198						
N7.HOG0013447	OG0009063	n0			CBRI.L5515_000069	CELE.CELE_F27D4.2	CINO.Sp34_10105400	CNIO.Cni-lsy-22, CNIO.Cnig_chr_I.g451, CNIO.Cnig_chr_II.g4725	CREM.GCK72_000044, CREM.GCK72_001402						
N7.HOG0013448	OG0009064	n0			CBRI.L5515_000382	CELE.CELE_B0041.5	CINO.Sp34_10308500	CNIO.Cni-B0041.5	CREM.GCK72_001209						
N7.HOG0013449	OG0009065	n0			CBRI.L5515_000383	CELE.CELE_B0041.8	CINO.Sp34_10308600	CNIO.Cni-B0041.8	CREM.GCK72_001210						
N7.HOG0013450	OG0009066	n0			CBRI.L5515_000454	CELE.CELE_Y119C1B.9	CINO.Sp34_10302300	CNIO.Cni-zig-9	CREM.GCK72_001280						
N7.HOG0013451	OG0009067	n0			CBRI.L5515_000598	CELE.CELE_C45E1.4	CINO.Sp34_10147100	CNIO.Cni-C45E1.4	CREM.GCK72_000893						
N7.HOG0013452	OG0009068	n0			CBRI.L5515_000650	CELE.CELE_Y38E10A.17	CINO.Sp34_10138100	CNIO.Cni-Y38E10A.17							
N7.HOG0013453	OG0009069	n0			CBRI.L5515_000796, CBRI.L5515_013068, CBRI.L5515_014648, CBRI.L5515_014649	CELE.CELE_H20J04.1		CNIO.Cnig_chr_I.g1244, CNIO.Cnig_chr_I.g3188, CNIO.Cnig_chr_II.g6272	CREM.GCK72_004957, CREM.GCK72_004958						
N7.HOG0013454	OG0009070	n1			CBRI.L5515_005629	CELE.CELE_B0523.3		CNIO.Cnig_chr_III.g11919	CREM.GCK72_008621						
N7.HOG0013455	OG0009070	n4			CBRI.L5515_000941	CELE.CELE_C18G1.4, CELE.CELE_ZK381.4	CINO.Sp34_50294700	CNIO.Cnig_chr_I.g1410	CREM.GCK72_000574						
N7.HOG0013456	OG0009071	n0			CBRI.L5515_001051	CELE.CELE_C54G4.4	CINO.Sp34_10063600	CNIO.Cni-C54G4.4	CREM.GCK72_000425						
N7.HOG0013457	OG0009072	n0			CBRI.L5515_001187	CELE.CELE_F21F3.4	CINO.Sp34_10079500, CINO.Sp34_10080310	CNIO.Cni-F21F3.4	CREM.GCK72_000226						
N7.HOG0013458	OG0009073	n0			CBRI.L5515_001291	CELE.CELE_D2030.8	CINO.Sp34_10099110	CNIO.Cni-D2030.8	CREM.GCK72_002677						
N7.HOG0013459	OG0009074	n0			CBRI.L5515_001296	CELE.CELE_D2030.5	CINO.Sp34_10098400	CNIO.Cni-mce-1	CREM.GCK72_000089						
N7.HOG0013460	OG0009075	n0			CBRI.L5515_001328	CELE.CELE_T12F5.1	CINO.Sp34_10161600	CNIO.Cni-sld-2	CREM.GCK72_002172						
N7.HOG0013461	OG0009076	n1			CBRI.L5515_001404		CINO.Sp34_10154100	CNIO.Cnig_chr_I.g1953							
N7.HOG0013462	OG0009076	n3			CBRI.L5515_004839	CELE.CELE_C15H11.5	CINO.Sp34_50360500	CNIO.Cnig_chr_III.g10907, CNIO.Cnig_chr_III.g9236	CREM.GCK72_010749, CREM.GCK72_017513						
N7.HOG0013463	OG0009077	n0			CBRI.L5515_001459, CBRI.L5515_015576, CBRI.L5515_015577			CNIO.Cnig_chr_II.g7208, CNIO.Cnig_chr_II.g7520, CNIO.Cnig_chr_II.g7521, CNIO.Cnig_chr_II.g7523, CNIO.Cnig_chr_II.g7524, CNIO.Cnig_chr_II.g7525, CNIO.Cnig_chr_II.g7526							
N7.HOG0013464	OG0009078	n0			CBRI.L5515_001487	CELE.CELE_T20F10.2	CINO.Sp34_10221000	CNIO.Cni-T20F10.2	CREM.GCK72_002338						
N7.HOG0013465	OG0009079	n0			CBRI.L5515_001768, CBRI.L5515_001801	CELE.CELE_K02B12.2	CINO.Sp34_10316200, CINO.Sp34_10319300, CINO.Sp34_10322500, CINO.Sp34_10332500	CNIO.Cnig_chr_I.g2340, CNIO.Cnig_chr_I.g2386	CREM.GCK72_016195						
N7.HOG0013466	OG0009080	n2			CBRI.L5515_001778, CBRI.L5515_001779	CELE.CELE_D1081.11, CELE.CELE_ZK39.10			CREM.GCK72_002668						
N7.HOG0013467	OG0009080	n6			CBRI.L5515_001777	CELE.CELE_D1081.12	CINO.Sp34_10317220		CREM.GCK72_002666						
N7.HOG0013468	OG0009081	n0			CBRI.L5515_001915	CELE.CELE_T23B3.6	CINO.Sp34_10335700	CNIO.Cni-T23B3.6	CREM.GCK72_001822						
N7.HOG0013469	OG0009082	n2			CBRI.L5515_002014	CELE.CELE_B0205.14			CREM.GCK72_001906						
N7.HOG0013470	OG0009082	n4			CBRI.L5515_002015, CBRI.L5515_002016, CBRI.L5515_002017	CELE.CELE_B0205.13		CNIO.Cnig_chr_I.g2641, CNIO.Cnig_chr_I.g2642							
N7.HOG0013471	OG0009083	n0			CBRI.L5515_002030	CELE.CELE_C32E12.3	CINO.Sp34_10278700	CNIO.Cni-osr-1	CREM.GCK72_001922						
N7.HOG0013472	OG0009084	n0			CBRI.L5515_002138	CELE.CELE_Y48G8AR.2, CELE.CELE_Y48G8AR.3	CINO.Sp34_10267000	CNIO.Cni-Y48G8AR.2	CREM.GCK72_002007						
N7.HOG0013473	OG0009085	n0			CBRI.L5515_002356, CBRI.L5515_017294	CELE.CELE_F56G4.2, CELE.CELE_F56G4.3, CELE.CELE_F56G4.7		CNIO.nigoni.pc_2016.07.11_008.g27273, CNIO.nigoni.pc_2016.07.11_019.g28259, CNIO.nigoni.pc_2016.07.11_019.g28264	CREM.GCK72_001687, CREM.GCK72_022798						
N7.HOG0013474	OG0009086	n0			CBRI.L5515_002397	CELE.CELE_Y71A12C.2	CINO.Sp34_10053900	CNIO.Cni-Y71A12C.2	CREM.GCK72_001651						
N7.HOG0013475	OG0009087	n1			CBRI.L5515_002449	CELE.CELE_AH10.1		CNIO.Cnig_chr_I.g3278	CREM.GCK72_001751						
N7.HOG0013476	OG0009087	n4			CBRI.L5515_002805	CELE.CELE_ZK1127.2	CINO.Sp34_10009100	CNIO.Cnig_chr_I.g3890, CNIO.Cnig_chr_I.g3893	CREM.GCK72_003577						
N7.HOG0013477	OG0009088	n0			CBRI.L5515_002550, CBRI.L5515_016710, CBRI.L5515_016711, CBRI.L5515_016712			CNIO.Cnig_chr_I.g3494, CNIO.Cnig_chr_X.g22875	CREM.GCK72_023917, CREM.GCK72_024112, CREM.GCK72_024420, CREM.GCK72_024421						
N7.HOG0013478	OG0009089	n0			CBRI.L5515_002640	CELE.CELE_B0019.1	CINO.Sp34_10033700	CNIO.Cni-amx-2	CREM.GCK72_003493						
N7.HOG0013479	OG0009090	n0			CBRI.L5515_002646	CELE.CELE_Y18D10A.1	CINO.Sp34_10032020	CNIO.Cni-attf-6	CREM.GCK72_022391, CREM.GCK72_023114						
N7.HOG0013480	OG0009091	n0			CBRI.L5515_003136	CELE.CELE_Y37D8A.2	CINO.Sp34_30290900	CNIO.Cni-Y37D8A.2	CREM.GCK72_010880, CREM.GCK72_010882						
N7.HOG0013481	OG0009092	n0			CBRI.L5515_003237	CELE.CELE_C09E7.10	CINO.Sp34_30176200	CNIO.Cni-C09E7.10	CREM.GCK72_011645						
N7.HOG0013482	OG0009093	n0			CBRI.L5515_003318	CELE.CELE_F56F11.3	CINO.Sp34_30320600	CNIO.Cni-klf-1	CREM.GCK72_011209						
N7.HOG0013483	OG0009094	n0			CBRI.L5515_003451	CELE.CELE_T11F8.4	CINO.Sp34_30171500, CINO.Sp34_40220200, CINO.Sp34_50413900, CINO.Sp34_50414000, CINO.Sp34_50414500	CNIO.Cni-T11F8.4	CREM.GCK72_002706, CREM.GCK72_010721						
N7.HOG0013484	OG0009095	n0			CBRI.L5515_003593	CELE.CELE_F54E7.6	CINO.Sp34_30131100	CNIO.Cni-F54E7.6	CREM.GCK72_010590						
N7.HOG0013485	OG0009096	n0			CBRI.L5515_004074, CBRI.L5515_004078	CELE.CELE_H38K22.6, CELE.CELE_H38K22.7	CINO.Sp34_30077100, CINO.Sp34_30077200	CNIO.Cnig_chr_III.g10017, CNIO.Cnig_chr_III.g10022	CREM.GCK72_010124, CREM.GCK72_010128						
